Retailer,Product ID,City,Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Foot Locker,OFF-AR-10002987,Philadelphia,Men's Street Footwear,$55.00 ,104,"$5,720 ","$3,546 ",62%
Foot Locker,OFF-LA-10000414,Philadelphia,Men's Athletic Footwear,$47.00 ,63,"$2,961 ","$1,244 ",42%
Foot Locker,OFF-AR-10003602,Philadelphia,Women's Street Footwear,$48.00 ,34,"$1,632 ",$734 ,45%
Foot Locker,TEC-AC-10002550,Philadelphia,Women's Athletic Footwear,$48.00 ,29,"$1,392 ",$626 ,45%
Foot Locker,OFF-AP-10002998,Philadelphia,Men's Apparel,$56.00 ,27,"$1,512 ",$650 ,43%
Foot Locker,FUR-FU-10003708,Philadelphia,Women's Apparel,$60.00 ,63,"$3,780 ","$1,474 ",39%
Foot Locker,OFF-AP-10001391,Philadelphia,Men's Street Footwear,$66.00 ,113,"$7,458 ","$4,848 ",65%
Foot Locker,FUR-CH-10003973,Philadelphia,Men's Athletic Footwear,$55.00 ,60,"$3,300 ","$1,551 ",47%
Foot Locker,OFF-EN-10000461,Philadelphia,Women's Street Footwear,$55.00 ,55,"$3,025 ","$1,603 ",53%
Foot Locker,OFF-EN-10002831,Philadelphia,Women's Athletic Footwear,$56.00 ,44,"$2,464 ","$1,257 ",51%
Foot Locker,OFF-AR-10004648,Philadelphia,Men's Apparel,$64.00 ,42,"$2,688 ","$1,290 ",48%
Foot Locker,FUR-TA-10001857,Philadelphia,Women's Apparel,$71.00 ,65,"$4,615 ","$2,031 ",44%
Foot Locker,OFF-BI-10000546,Philadelphia,Men's Street Footwear,$67.00 ,124,"$8,308 ","$5,733 ",69%
Foot Locker,FUR-BO-10004690,Philadelphia,Men's Athletic Footwear,$55.00 ,69,"$3,795 ","$1,708 ",45%
Foot Locker,TEC-PH-10001557,Philadelphia,Women's Street Footwear,$55.00 ,65,"$3,575 ","$1,895 ",53%
Foot Locker,FUR-BO-10002545,Philadelphia,Women's Athletic Footwear,$57.00 ,53,"$3,021 ","$1,601 ",53%
Foot Locker,OFF-AP-10001366,Philadelphia,Men's Apparel,$63.00 ,47,"$2,961 ","$1,362 ",46%
Foot Locker,OFF-BI-10001628,Philadelphia,Women's Apparel,$68.00 ,83,"$5,644 ","$2,427 ",43%
West Gear,OFF-PA-10003651,Philadelphia,Men's Street Footwear,$32.00 ,122,"$3,904 ","$1,991 ",51%
West Gear,FUR-BO-10003159,Philadelphia,Men's Athletic Footwear,$44.00 ,117,"$5,148 ","$1,905 ",37%
West Gear,TEC-PH-10001459,Philadelphia,Women's Street Footwear,$41.00 ,117,"$4,797 ","$2,590 ",54%
West Gear,OFF-AR-10004602,Philadelphia,Women's Athletic Footwear,$43.00 ,87,"$3,741 ","$1,871 ",50%
West Gear,OFF-AR-10001953,Las Vegas,Men's Apparel,$47.00 ,70,"$3,290 ","$2,139 ",65%
West Gear,TEC-PH-10000923,Las Vegas,Women's Apparel,$41.00 ,128,"$5,248 ","$1,574 ",30%
West Gear,OFF-ST-10002583,Las Vegas,Men's Street Footwear,$34.00 ,158,"$5,372 ","$2,686 ",50%
West Gear,OFF-BI-10000977,Las Vegas,Men's Athletic Footwear,$43.00 ,128,"$5,504 ","$2,202 ",40%
West Gear,TEC-PH-10002549,Las Vegas,Women's Street Footwear,$41.00 ,119,"$4,879 ","$2,586 ",53%
West Gear,FUR-CH-10002880,Las Vegas,Women's Athletic Footwear,$44.00 ,74,"$3,256 ","$1,498 ",46%
West Gear,FUR-FU-10003039,Las Vegas,Men's Apparel,$46.00 ,52,"$2,392 ","$1,674 ",70%
West Gear,OFF-EN-10003055,Las Vegas,Women's Apparel,$41.00 ,116,"$4,756 ","$1,617 ",34%
West Gear,OFF-AP-10002945,Las Vegas,Men's Street Footwear,$43.00 ,160,"$6,880 ","$3,784 ",55%
West Gear,FUR-FU-10004306,Las Vegas,Men's Athletic Footwear,$50.00 ,120,"$6,000 ","$2,400 ",40%
West Gear,OFF-AR-10002445,Las Vegas,Women's Street Footwear,$52.00 ,104,"$5,408 ","$2,866 ",53%
West Gear,OFF-AR-10002445,Las Vegas,Women's Athletic Footwear,$50.00 ,84,"$4,200 ","$1,974 ",47%
West Gear,TEC-AC-10002345,Las Vegas,Men's Apparel,$55.00 ,47,"$2,585 ","$1,810 ",70%
West Gear,OFF-ST-10001558,Las Vegas,Women's Apparel,$54.00 ,94,"$5,076 ","$1,726 ",34%
West Gear,OFF-PA-10001622,Las Vegas,Men's Street Footwear,$58.00 ,143,"$8,294 ","$4,230 ",51%
West Gear,OFF-PA-10000418,Las Vegas,Men's Athletic Footwear,$62.00 ,102,"$6,324 ","$2,403 ",38%
West Gear,OFF-BI-10000343,Las Vegas,Women's Street Footwear,$61.00 ,120,"$7,320 ","$3,880 ",53%
West Gear,OFF-LA-10004425,Las Vegas,Women's Athletic Footwear,$59.00 ,75,"$4,425 ","$2,036 ",46%
West Gear,OFF-AR-10001897,Las Vegas,Men's Apparel,$63.00 ,52,"$3,276 ","$2,162 ",66%
West Gear,OFF-PA-10003883,Las Vegas,Women's Apparel,$78.00 ,95,"$7,410 ","$2,519 ",34%
West Gear,TEC-PH-10003963,Las Vegas,Men's Street Footwear,$58.00 ,149,"$8,642 ","$5,012 ",58%
West Gear,OFF-AP-10001303,Las Vegas,Men's Athletic Footwear,$60.00 ,104,"$6,240 ","$2,683 ",43%
West Gear,OFF-BI-10003925,Las Vegas,Women's Street Footwear,$63.00 ,116,"$7,308 ","$4,166 ",57%
West Gear,TEC-PH-10004586,Las Vegas,Women's Athletic Footwear,$57.00 ,90,"$5,130 ","$2,565 ",50%
West Gear,OFF-FA-10003495,Las Vegas,Men's Apparel,$60.00 ,60,"$3,600 ","$2,520 ",70%
West Gear,OFF-BI-10002867,Las Vegas,Women's Apparel,$78.00 ,131,"$10,218 ","$3,576 ",35%
West Gear,FUR-FU-10003773,Las Vegas,Men's Street Footwear,$56.00 ,189,"$10,584 ","$6,033 ",57%
West Gear,OFF-BI-10002954,Las Vegas,Men's Athletic Footwear,$62.00 ,165,"$10,230 ","$4,194 ",41%
West Gear,OFF-SU-10002537,Las Vegas,Women's Street Footwear,$62.00 ,165,"$10,230 ","$6,036 ",59%
West Gear,OFF-AR-10001374,Las Vegas,Women's Athletic Footwear,$58.00 ,111,"$6,438 ","$3,283 ",51%
West Gear,OFF-AP-10001492,Las Vegas,Men's Apparel,$59.00 ,81,"$4,779 ","$3,536 ",74%
West Gear,FUR-BO-10003546,Las Vegas,Women's Apparel,$73.00 ,174,"$12,702 ","$5,081 ",40%
West Gear,TEC-PH-10002185,Las Vegas,Men's Street Footwear,$58.00 ,218,"$12,644 ","$6,701 ",53%
West Gear,OFF-BI-10000315,Las Vegas,Men's Athletic Footwear,$61.00 ,174,"$10,614 ","$3,821 ",36%
West Gear,TEC-PH-10002350,Las Vegas,Women's Street Footwear,$61.00 ,143,"$8,723 ","$4,623 ",53%
West Gear,OFF-PA-10002666,Las Vegas,Women's Athletic Footwear,$55.00 ,117,"$6,435 ","$3,153 ",49%
West Gear,FUR-CH-10004495,Las Vegas,Men's Apparel,$60.00 ,130,"$7,800 ","$5,460 ",70%
West Gear,OFF-AR-10001725,Las Vegas,Women's Apparel,$78.00 ,145,"$11,310 ","$3,393 ",30%
West Gear,OFF-FA-10002280,Las Vegas,Men's Street Footwear,$62.00 ,210,"$13,020 ","$6,901 ",53%
West Gear,OFF-AR-10001770,Las Vegas,Men's Athletic Footwear,$64.00 ,182,"$11,648 ","$4,543 ",39%
West Gear,FUR-FU-10002885,Las Vegas,Women's Street Footwear,$60.00 ,152,"$9,120 ","$4,742 ",52%
West Gear,OFF-AR-10003772,Las Vegas,Women's Athletic Footwear,$64.00 ,124,"$7,936 ","$3,730 ",47%
West Gear,FUR-TA-10003392,Las Vegas,Men's Apparel,$68.00 ,138,"$9,384 ","$6,381 ",68%
West Gear,OFF-BI-10000014,Las Vegas,Women's Apparel,$78.00 ,108,"$8,424 ","$2,864 ",34%
West Gear,OFF-AR-10003217,Las Vegas,Men's Street Footwear,$56.00 ,174,"$9,744 ","$4,677 ",48%
West Gear,OFF-AP-10002403,Las Vegas,Men's Athletic Footwear,$61.00 ,162,"$9,882 ","$3,360 ",34%
West Gear,OFF-PA-10001972,Las Vegas,Women's Street Footwear,$57.00 ,117,"$6,669 ","$3,335 ",50%
West Gear,OFF-PA-10004041,Las Vegas,Women's Athletic Footwear,$58.00 ,112,"$6,496 ","$2,858 ",44%
West Gear,TEC-AC-10004975,Las Vegas,Men's Apparel,$67.00 ,120,"$8,040 ","$4,904 ",61%
West Gear,OFF-ST-10001932,Las Vegas,Women's Apparel,$74.00 ,113,"$8,362 ","$2,509 ",30%
West Gear,OFF-AR-10001761,Las Vegas,Men's Street Footwear,$56.00 ,138,"$7,728 ","$3,787 ",49%
West Gear,OFF-PA-10002262,Las Vegas,Men's Athletic Footwear,$59.00 ,165,"$9,735 ","$3,407 ",35%
West Gear,OFF-EN-10004483,Las Vegas,Women's Street Footwear,$54.00 ,109,"$5,886 ","$2,649 ",45%
West Gear,OFF-PA-10003270,Las Vegas,Women's Athletic Footwear,$54.00 ,105,"$5,670 ","$2,381 ",42%
West Gear,OFF-BI-10001634,Las Vegas,Men's Apparel,$63.00 ,81,"$5,103 ","$3,113 ",61%
West Gear,OFF-ST-10000675,Las Vegas,Women's Apparel,$68.00 ,94,"$6,392 ","$1,598 ",25%
West Gear,FUR-FU-10000732,Las Vegas,Men's Street Footwear,$57.00 ,155,"$8,835 ","$4,241 ",48%
West Gear,OFF-PA-10004355,Las Vegas,Men's Athletic Footwear,$64.00 ,150,"$9,600 ","$3,264 ",34%
West Gear,OFF-EN-10000056,Las Vegas,Women's Street Footwear,$55.00 ,106,"$5,830 ","$2,682 ",46%
West Gear,FUR-FU-10000221,Las Vegas,Women's Athletic Footwear,$56.00 ,108,"$6,048 ","$2,480 ",41%
West Gear,OFF-EN-10003567,Las Vegas,Men's Apparel,$64.00 ,88,"$5,632 ","$3,604 ",64%
West Gear,FUR-BO-10001811,Las Vegas,Women's Apparel,$68.00 ,133,"$9,044 ","$2,351 ",26%
West Gear,OFF-ST-10002486,Las Vegas,Men's Street Footwear,$58.00 ,196,"$11,368 ","$5,343 ",47%
West Gear,FUR-CH-10002372,Las Vegas,Men's Athletic Footwear,$62.00 ,189,"$11,718 ","$3,984 ",34%
West Gear,OFF-BI-10003274,Las Vegas,Women's Street Footwear,$59.00 ,119,"$7,021 ","$3,300 ",47%
West Gear,OFF-PA-10001878,Las Vegas,Women's Athletic Footwear,$57.00 ,133,"$7,581 ","$3,336 ",44%
West Gear,OFF-SU-10002881,Las Vegas,Men's Apparel,$69.00 ,112,"$7,728 ","$4,637 ",60%
West Gear,FUR-FU-10001979,Las Vegas,Women's Apparel,$74.00 ,150,"$11,100 ","$2,997 ",27%
West Gear,OFF-ST-10001522,Las Vegas,Men's Street Footwear,$28.00 ,123,"$3,444 ","$1,722 ",50%
West Gear,TEC-AC-10003657,Las Vegas,Men's Athletic Footwear,$38.00 ,123,"$4,674 ","$1,542 ",33%
West Gear,OFF-BI-10001718,Las Vegas,Women's Street Footwear,$39.00 ,115,"$4,485 ","$2,063 ",46%
West Gear,OFF-PA-10003022,Las Vegas,Women's Athletic Footwear,$38.00 ,72,"$2,736 ","$1,231 ",45%
West Gear,OFF-AP-10000891,Denver,Men's Apparel,$41.00 ,56,"$2,296 ","$1,469 ",64%
West Gear,OFF-BI-10004970,Denver,Women's Apparel,$37.00 ,128,"$4,736 ","$1,231 ",26%
West Gear,OFF-AR-10003759,Denver,Men's Street Footwear,$27.00 ,131,"$3,537 ","$1,698 ",48%
West Gear,OFF-EN-10003001,Denver,Men's Athletic Footwear,$38.00 ,111,"$4,218 ","$1,265 ",30%
West Gear,FUR-BO-10000780,Denver,Women's Street Footwear,$38.00 ,123,"$4,674 ","$2,337 ",50%
West Gear,OFF-PA-10001972,Denver,Women's Athletic Footwear,$36.00 ,72,"$2,592 ","$1,166 ",45%
West Gear,FUR-CH-10003535,Denver,Men's Apparel,$43.00 ,58,"$2,494 ","$1,546 ",62%
West Gear,FUR-CH-10003774,Denver,Women's Apparel,$37.00 ,116,"$4,292 ","$1,159 ",27%
West Gear,TEC-AC-10004571,Denver,Men's Street Footwear,$37.00 ,165,"$6,105 ","$2,930 ",48%
West Gear,FUR-TA-10004442,Denver,Men's Athletic Footwear,$48.00 ,112,"$5,376 ","$1,828 ",34%
West Gear,OFF-PA-10002787,Denver,Women's Street Footwear,$51.00 ,116,"$5,916 ","$2,899 ",49%
West Gear,FUR-FU-10004586,Denver,Women's Athletic Footwear,$51.00 ,90,"$4,590 ","$1,974 ",43%
West Gear,OFF-PA-10002606,Denver,Men's Apparel,$56.00 ,39,"$2,184 ","$1,310 ",60%
West Gear,OFF-ST-10000129,Denver,Women's Apparel,$52.00 ,95,"$4,940 ","$1,433 ",29%
West Gear,FUR-TA-10003748,Denver,Men's Street Footwear,$55.00 ,131,"$7,205 ","$3,386 ",47%
West Gear,OFF-PA-10004948,Denver,Men's Athletic Footwear,$59.00 ,94,"$5,546 ","$1,941 ",35%
West Gear,OFF-FA-10001561,Denver,Women's Street Footwear,$61.00 ,113,"$6,893 ","$3,447 ",50%
West Gear,OFF-AP-10002998,Denver,Women's Athletic Footwear,$56.00 ,74,"$4,144 ","$1,782 ",43%
West Gear,OFF-BI-10003981,Denver,Men's Apparel,$62.00 ,44,"$2,728 ","$1,664 ",61%
West Gear,OFF-PA-10001725,Denver,Women's Apparel,$72.00 ,98,"$7,056 ","$1,764 ",25%
West Gear,OFF-BI-10002071,Denver,Men's Street Footwear,$55.00 ,131,"$7,205 ","$4,395 ",61%
West Gear,OFF-PA-10000477,Denver,Men's Athletic Footwear,$60.00 ,105,"$6,300 ","$2,898 ",46%
West Gear,OFF-PA-10004359,Denver,Women's Street Footwear,$59.00 ,98,"$5,782 ","$3,469 ",60%
West Gear,OFF-BI-10000962,Denver,Women's Athletic Footwear,$58.00 ,69,"$4,002 ","$2,361 ",59%
West Gear,OFF-SU-10003567,Denver,Men's Apparel,$63.00 ,44,"$2,772 ","$2,107 ",76%
West Gear,OFF-BI-10003708,Denver,Women's Apparel,$74.00 ,133,"$9,842 ","$4,232 ",43%
West Gear,FUR-TA-10001095,Denver,Men's Street Footwear,$54.00 ,189,"$10,206 ","$6,532 ",64%
West Gear,TEC-CO-10001571,Denver,Men's Athletic Footwear,$59.00 ,144,"$8,496 ","$4,248 ",50%
West Gear,FUR-FU-10000221,Denver,Women's Street Footwear,$64.00 ,150,"$9,600 ","$6,144 ",64%
West Gear,OFF-PA-10001972,Denver,Women's Athletic Footwear,$62.00 ,135,"$8,370 ","$5,022 ",60%
West Gear,FUR-CH-10000015,Denver,Men's Apparel,$66.00 ,91,"$6,006 ","$4,625 ",77%
West Gear,FUR-BO-10004015,Denver,Women's Apparel,$83.00 ,181,"$15,023 ","$6,460 ",43%
West Gear,OFF-PA-10002036,Denver,Men's Street Footwear,$64.00 ,202,"$12,928 ","$7,757 ",60%
West Gear,OFF-BI-10003650,Denver,Men's Athletic Footwear,$67.00 ,188,"$12,596 ","$5,038 ",40%
West Gear,OFF-PA-10003309,Denver,Women's Street Footwear,$67.00 ,161,"$10,787 ","$5,933 ",55%
West Gear,OFF-PA-10002787,Denver,Women's Athletic Footwear,$61.00 ,143,"$8,723 ","$4,536 ",52%
West Gear,OFF-BI-10000174,Denver,Men's Apparel,$67.00 ,131,"$8,777 ","$6,144 ",70%
West Gear,OFF-PA-10002005,Denver,Women's Apparel,$78.00 ,137,"$10,686 ","$4,274 ",40%
West Gear,OFF-FA-10002815,Denver,Men's Street Footwear,$63.00 ,196,"$12,348 ","$7,285 ",59%
West Gear,TEC-PH-10000213,Denver,Men's Athletic Footwear,$73.00 ,189,"$13,797 ","$5,795 ",42%
West Gear,OFF-AP-10000828,Denver,Women's Street Footwear,$67.00 ,143,"$9,581 ","$5,461 ",57%
West Gear,TEC-AC-10004708,Denver,Women's Athletic Footwear,$63.00 ,135,"$8,505 ","$4,593 ",54%
West Gear,TEC-PH-10001530,Denver,Men's Apparel,$74.00 ,140,"$10,360 ","$7,563 ",73%
West Gear,OFF-ST-10002301,Denver,Women's Apparel,$74.00 ,100,"$7,400 ","$2,590 ",35%
West Gear,FUR-FU-10002554,Denver,Men's Street Footwear,$59.00 ,162,"$9,558 ","$5,066 ",53%
West Gear,FUR-TA-10001520,Denver,Men's Athletic Footwear,$69.00 ,168,"$11,592 ","$4,173 ",36%
West Gear,FUR-FU-10001085,Denver,Women's Street Footwear,$60.00 ,113,"$6,780 ","$3,390 ",50%
West Gear,OFF-BI-10001597,Denver,Women's Athletic Footwear,$59.00 ,100,"$5,900 ","$2,832 ",48%
West Gear,OFF-BI-10002429,Denver,Men's Apparel,$74.00 ,120,"$8,880 ","$6,127 ",69%
West Gear,OFF-ST-10001590,Denver,Women's Apparel,$65.00 ,106,"$6,890 ","$2,136 ",31%
West Gear,FUR-CH-10000847,Denver,Men's Street Footwear,$51.00 ,137,"$6,987 ","$3,494 ",50%
West Gear,OFF-AR-10003179,Denver,Men's Athletic Footwear,$54.00 ,152,"$8,208 ","$2,873 ",35%
West Gear,OFF-PA-10000807,Denver,Women's Street Footwear,$51.00 ,102,"$5,202 ","$2,601 ",50%
West Gear,OFF-BI-10002103,Denver,Women's Athletic Footwear,$53.00 ,85,"$4,505 ","$2,072 ",46%
West Gear,OFF-AR-10004441,Denver,Men's Apparel,$64.00 ,75,"$4,800 ","$3,168 ",66%
West Gear,OFF-ST-10003805,Denver,Women's Apparel,$65.00 ,105,"$6,825 ","$2,048 ",30%
West Gear,TEC-AC-10001284,Denver,Men's Street Footwear,$52.00 ,150,"$7,800 ","$4,290 ",55%
West Gear,FUR-FU-10000221,Denver,Men's Athletic Footwear,$55.00 ,150,"$8,250 ","$3,053 ",37%
West Gear,OFF-FA-10001229,Denver,Women's Street Footwear,$51.00 ,128,"$6,528 ","$3,460 ",53%
West Gear,OFF-LA-10001569,Denver,Women's Athletic Footwear,$60.00 ,116,"$6,960 ","$3,341 ",48%
West Gear,FUR-FU-10004018,Denver,Men's Apparel,$68.00 ,105,"$7,140 ","$4,927 ",69%
West Gear,TEC-PH-10004536,Denver,Women's Apparel,$73.00 ,130,"$9,490 ","$2,942 ",31%
West Gear,OFF-PA-10004353,Denver,Men's Street Footwear,$59.00 ,203,"$11,977 ","$6,228 ",52%
West Gear,FUR-FU-10004848,Denver,Men's Athletic Footwear,$64.00 ,182,"$11,648 ","$4,426 ",38%
West Gear,TEC-AC-10004864,Denver,Women's Street Footwear,$60.00 ,125,"$7,500 ","$4,125 ",55%
West Gear,OFF-BI-10002393,Denver,Women's Athletic Footwear,$63.00 ,125,"$7,875 ","$3,544 ",45%
West Gear,FUR-CH-10002335,Denver,Men's Apparel,$68.00 ,115,"$7,820 ","$5,239 ",67%
West Gear,OFF-ST-10001590,Denver,Women's Apparel,$75.00 ,137,"$10,275 ","$3,391 ",33%
West Gear,FUR-CH-10002774,Denver,Men's Street Footwear,$36.00 ,117,"$4,212 ","$1,727 ",41%
West Gear,OFF-EN-10001219,Denver,Men's Athletic Footwear,$48.00 ,131,"$6,288 ","$2,515 ",40%
West Gear,OFF-PA-10001947,Denver,Women's Street Footwear,$46.00 ,135,"$6,210 ","$2,174 ",35%
West Gear,FUR-FU-10003142,Denver,Women's Athletic Footwear,$49.00 ,78,"$3,822 ","$1,567 ",41%
West Gear,OFF-BI-10001543,Seattle,Men's Apparel,$51.00 ,73,"$3,723 ","$1,452 ",39%
West Gear,OFF-AR-10003560,Seattle,Women's Apparel,$46.00 ,125,"$5,750 ","$1,783 ",31%
West Gear,OFF-AR-10004757,Seattle,Men's Street Footwear,$36.00 ,138,"$4,968 ","$2,136 ",43%
West Gear,TEC-PH-10003800,Seattle,Men's Athletic Footwear,$47.00 ,131,"$6,157 ","$2,401 ",39%
West Gear,FUR-TA-10004152,Seattle,Women's Street Footwear,$47.00 ,122,"$5,734 ","$2,236 ",39%
West Gear,OFF-BI-10000756,Seattle,Women's Athletic Footwear,$48.00 ,87,"$4,176 ","$1,754 ",42%
West Gear,OFF-EN-10004206,Seattle,Men's Apparel,$52.00 ,65,"$3,380 ","$1,352 ",40%
West Gear,FUR-CH-10004477,Seattle,Women's Apparel,$46.00 ,123,"$5,658 ","$1,754 ",31%
West Gear,TEC-PH-10003505,Seattle,Men's Street Footwear,$46.00 ,167,"$7,682 ","$3,457 ",45%
West Gear,TEC-PH-10000526,Seattle,Men's Athletic Footwear,$58.00 ,115,"$6,670 ","$2,401 ",36%
West Gear,OFF-BI-10003314,Seattle,Women's Street Footwear,$60.00 ,115,"$6,900 ","$2,760 ",40%
West Gear,OFF-AR-10003190,Seattle,Women's Athletic Footwear,$64.00 ,85,"$5,440 ","$2,285 ",42%
West Gear,FUR-FU-10001861,Seattle,Men's Apparel,$69.00 ,46,"$3,174 ","$1,206 ",38%
West Gear,TEC-PH-10003963,Seattle,Women's Apparel,$62.00 ,105,"$6,510 ","$2,213 ",34%
West Gear,OFF-LA-10003388,Seattle,Men's Street Footwear,$68.00 ,160,"$10,880 ","$4,787 ",44%
West Gear,FUR-TA-10002855,Seattle,Men's Athletic Footwear,$71.00 ,88,"$6,248 ","$2,437 ",39%
West Gear,FUR-CH-10004886,Seattle,Women's Street Footwear,$74.00 ,120,"$8,880 ","$3,463 ",39%
West Gear,OFF-PA-10003657,Seattle,Women's Athletic Footwear,$55.00 ,90,"$4,950 ","$2,079 ",42%
West Gear,OFF-BI-10004738,Seattle,Men's Apparel,$59.00 ,56,"$3,304 ","$1,322 ",40%
West Gear,OFF-FA-10003112,Seattle,Women's Apparel,$78.00 ,88,"$6,864 ","$2,196 ",32%
West Gear,OFF-ST-10002486,Seattle,Men's Street Footwear,$55.00 ,165,"$9,075 ","$3,721 ",41%
West Gear,OFF-BI-10003984,Seattle,Men's Athletic Footwear,$60.00 ,108,"$6,480 ","$2,462 ",38%
West Gear,OFF-EN-10004773,Seattle,Women's Street Footwear,$61.00 ,120,"$7,320 ","$2,782 ",38%
West Gear,FUR-CH-10001146,Seattle,Women's Athletic Footwear,$59.00 ,90,"$5,310 ","$2,336 ",44%
West Gear,OFF-EN-10003296,Seattle,Men's Apparel,$60.00 ,52,"$3,120 ","$1,186 ",38%
West Gear,TEC-PH-10000193,Seattle,Women's Apparel,$75.00 ,125,"$9,375 ","$3,094 ",33%
West Gear,FUR-FU-10002111,Seattle,Men's Street Footwear,$71.00 ,195,"$13,845 ","$5,815 ",42%
West Gear,FUR-CH-10003298,Seattle,Men's Athletic Footwear,$74.00 ,188,"$13,912 ","$5,147 ",37%
West Gear,OFF-ST-10004950,Seattle,Women's Street Footwear,$72.00 ,163,"$11,736 ","$4,460 ",38%
West Gear,OFF-AP-10002350,Seattle,Women's Athletic Footwear,$75.00 ,125,"$9,375 ","$3,750 ",40%
West Gear,OFF-BI-10004233,Seattle,Men's Apparel,$82.00 ,105,"$8,610 ","$3,358 ",39%
West Gear,OFF-PA-10001892,Seattle,Women's Apparel,$98.00 ,182,"$17,836 ","$6,064 ",34%
West Gear,OFF-BI-10003291,Seattle,Men's Street Footwear,$73.00 ,239,"$17,447 ","$6,979 ",40%
West Gear,FUR-FU-10004017,Seattle,Men's Athletic Footwear,$82.00 ,182,"$14,924 ","$5,373 ",36%
West Gear,OFF-AR-10002445,Seattle,Women's Street Footwear,$78.00 ,175,"$13,650 ","$4,778 ",35%
West Gear,OFF-BI-10001718,Seattle,Women's Athletic Footwear,$78.00 ,137,"$10,686 ","$4,381 ",41%
West Gear,TEC-CO-10004202,Seattle,Men's Apparel,$77.00 ,144,"$11,088 ","$3,881 ",35%
West Gear,TEC-PH-10002103,Seattle,Women's Apparel,$95.00 ,155,"$14,725 ","$5,154 ",35%
West Gear,FUR-FU-10003724,Seattle,Men's Street Footwear,$80.00 ,217,"$17,360 ","$7,812 ",45%
West Gear,OFF-AR-10003732,Seattle,Men's Athletic Footwear,$77.00 ,210,"$16,170 ","$6,306 ",39%
West Gear,OFF-ST-10000885,Seattle,Women's Street Footwear,$73.00 ,163,"$11,899 ","$4,165 ",35%
West Gear,OFF-BI-10004817,Seattle,Women's Athletic Footwear,$74.00 ,155,"$11,470 ","$5,047 ",44%
West Gear,OFF-BI-10001670,Seattle,Men's Apparel,$71.00 ,155,"$11,005 ","$4,292 ",39%
West Gear,OFF-PA-10002709,Seattle,Women's Apparel,$76.00 ,108,"$8,208 ","$2,709 ",33%
West Gear,TEC-AC-10004469,Seattle,Men's Street Footwear,$64.00 ,156,"$9,984 ","$4,093 ",41%
West Gear,FUR-FU-10003424,Seattle,Men's Athletic Footwear,$71.00 ,174,"$12,354 ","$4,324 ",35%
West Gear,OFF-LA-10003720,Seattle,Women's Street Footwear,$63.00 ,135,"$8,505 ","$3,147 ",37%
West Gear,OFF-AR-10000390,Seattle,Women's Athletic Footwear,$67.00 ,112,"$7,504 ","$3,002 ",40%
West Gear,OFF-EN-10001335,Seattle,Men's Apparel,$72.00 ,111,"$7,992 ","$3,197 ",40%
West Gear,OFF-AR-10003469,Seattle,Women's Apparel,$62.00 ,113,"$7,006 ","$2,452 ",35%
West Gear,OFF-BI-10003718,Seattle,Men's Street Footwear,$58.00 ,149,"$8,642 ","$3,457 ",40%
West Gear,OFF-FA-10004838,Seattle,Men's Athletic Footwear,$64.00 ,138,"$8,832 ","$3,268 ",37%
West Gear,FUR-FU-10002508,Seattle,Women's Street Footwear,$56.00 ,113,"$6,328 ","$2,278 ",36%
West Gear,OFF-ST-10001511,Seattle,Women's Athletic Footwear,$58.00 ,98,"$5,684 ","$2,501 ",44%
West Gear,OFF-SU-10000952,Seattle,Men's Apparel,$69.00 ,94,"$6,486 ","$2,270 ",35%
West Gear,TEC-PH-10002275,Seattle,Women's Apparel,$71.00 ,101,"$7,171 ","$2,510 ",35%
West Gear,FUR-CH-10003535,Seattle,Men's Street Footwear,$54.00 ,162,"$8,748 ","$3,849 ",44%
West Gear,OFF-AP-10004052,Seattle,Men's Athletic Footwear,$60.00 ,188,"$11,280 ","$4,174 ",37%
West Gear,FUR-TA-10003473,Seattle,Women's Street Footwear,$54.00 ,124,"$6,696 ","$2,478 ",37%
West Gear,OFF-AR-10001897,Seattle,Women's Athletic Footwear,$69.00 ,117,"$8,073 ","$3,471 ",43%
West Gear,OFF-AR-10000034,Seattle,Men's Apparel,$85.00 ,115,"$9,775 ","$3,910 ",40%
West Gear,OFF-SU-10004115,Seattle,Women's Apparel,$88.00 ,138,"$12,144 ","$3,765 ",31%
West Gear,OFF-AP-10001947,Seattle,Men's Street Footwear,$78.00 ,188,"$14,664 ","$5,866 ",40%
West Gear,FUR-CH-10004853,Seattle,Men's Athletic Footwear,$77.00 ,195,"$15,015 ","$5,706 ",38%
West Gear,OFF-EN-10000483,Seattle,Women's Street Footwear,$73.00 ,138,"$10,074 ","$3,929 ",39%
West Gear,OFF-FA-10001332,Seattle,Women's Athletic Footwear,$76.00 ,138,"$10,488 ","$4,510 ",43%
West Gear,OFF-PA-10003790,Seattle,Men's Apparel,$82.00 ,133,"$10,906 ","$4,144 ",38%
West Gear,OFF-PA-10003134,Seattle,Women's Apparel,$86.00 ,150,"$12,900 ","$4,386 ",34%
Foot Locker,OFF-EN-10004459,Seattle,Men's Street Footwear,$44.00 ,273,"$12,012 ","$6,607 ",55%
Foot Locker,TEC-AC-10003628,Seattle,Men's Athletic Footwear,$41.00 ,221,"$9,061 ","$4,440 ",49%
Foot Locker,TEC-PH-10004093,Seattle,Women's Street Footwear,$34.00 ,230,"$7,820 ","$3,050 ",39%
