Student_ID,Gender,Age,Study_Hours_per_Week,Attendance_Percentage,Previous_Grade,Internet_Usage_Hours,Final_Score,Result,Age_scaled,StudyHours_scaled,Attendance_scaled,PreviousGrade_scaled,InternetUsage_scaled,FinalScore_scaled
343,1,21,34,96.0,76.0,3,64.48,1,-0.0024517537568253616,1.1823966428123267,1.468548853392346,0.5627871256527414,-0.8014054949110037,2.345122895426437
344,0,20,27,88.0,64.0,2,53.43,1,-0.49280250512199525,0.48908314811587106,0.9147974003786408,-0.19237842369679434,-1.1930992851900866,1.1646867098471572
345,1,21,18,55.0,57.0,2,31.74,0,-0.0024517537568253616,-0.40231991649385773,-1.3694273433028936,-0.6328916608173568,-1.1930992851900866,-1.1523866716202245
346,1,18,18,58.0,58.0,7,40.03,0,-1.473504007852335,-0.40231991649385773,-1.161770548422754,-0.5699611983715622,0.7653696662053279,-0.2667924654254527
347,1,21,6,69.0,62.0,2,29.02,0,-0.0024517537568253616,-1.590857335973496,-0.40036230052890937,-0.31823934858838365,-1.1930992851900866,-1.4429555788397392
348,0,18,9,50.0,94.0,4,43.15,0,-1.473504007852335,-1.2937229811035864,-1.7155220014364594,1.6955354496770447,-0.4097117046319208,0.06650716344399055
349,0,21,18,57.0,77.0,2,38.56,0,-0.0024517537568253616,-0.40231991649385773,-1.2309894800494674,0.625717588098536,-1.1930992851900866,-0.4238278674889404
350,1,24,29,72.0,93.0,6,47.47,0,1.4686005003386842,0.6871727180291441,-0.19270550564876987,1.6326049872312502,0.37367587592624496,0.5279989572632201
351,0,18,24,52.0,57.0,8,40.45,0,-1.473504007852335,0.19194879324596148,-1.5770841381830332,-0.6328916608173568,1.1570634564844107,-0.22192520769302743
352,1,19,6,53.0,65.0,4,23.27,0,-0.9831532564871651,-1.590857335973496,-1.50786520655632,-0.12944796125099972,-0.4097117046319208,-2.0572097025574636
353,1,23,10,74.0,45.0,5,30.89,0,0.9782497489735144,-1.19467819614695,-0.054267642395343534,-1.3880572101668924,-0.018017914352837915,-1.2431894551263225
354,0,23,21,96.0,43.0,4,36.85,0,0.9782497489735144,-0.10518556162394811,1.468548853392346,-1.5139181350584818,-0.4097117046319208,-0.6065017025423854
355,0,22,29,87.0,83.0,3,54.88,1,0.4878989976083445,0.6871727180291441,0.8455784687519275,1.0033003627733037,-0.8014054949110037,1.319585575828149
356,1,23,32,64.0,90.0,5,48.29,0,0.9782497489735144,0.9843070728990537,-0.7464569586624752,1.4438135998938664,-0.018017914352837915,0.6155969366455739
357,0,20,6,70.0,68.0,9,28.81,0,-0.49280250512199525,-1.590857335973496,-0.3311433689021962,0.05934342608638421,1.5487572467634936,-1.4653892077059518
358,0,24,39,84.0,73.0,8,63.99,1,1.4686005003386842,1.6776205675955094,0.6379216738717881,0.37399573831535743,1.1570634564844107,2.292777761405274
359,1,21,9,95.0,56.0,8,34.42,0,-0.0024517537568253616,-1.2937229811035864,1.399329921765633,-0.6958221232631515,1.1570634564844107,-0.8660908365657021
360,1,22,5,63.0,82.0,8,32.47,0,0.4878989976083445,-1.6899021209301326,-0.8156758902891883,0.9403699003275091,1.1570634564844107,-1.0744031046091045
361,0,20,16,85.0,82.0,8,45.31,0,-0.49280250512199525,-0.6004094864071308,0.7071406054985012,0.9403699003275091,1.1570634564844107,0.2972530603536057
362,1,20,27,61.0,92.0,7,56.55,1,-0.49280250512199525,0.48908314811587106,-0.9541137535426146,1.5696745247854555,0.7653696662053279,1.4979863387166004
363,1,18,35,66.0,55.0,8,42.88,0,-1.473504007852335,1.2814414277689634,-0.6080190954090489,-0.7587525857089461,1.1570634564844107,0.03766392633028913
364,0,23,15,88.0,41.0,8,35.27,0,0.9782497489735144,-0.6994542713637673,0.9147974003786408,-1.639779059950071,1.1570634564844107,-0.7752880530596035
365,1,19,14,58.0,73.0,8,35.91,0,-0.9831532564871651,-0.7984990563204039,-1.161770548422754,0.37399573831535743,1.1570634564844107,-0.7069188984197183
366,1,19,7,84.0,94.0,7,35.14,0,-0.9831532564871651,-1.4918125510168596,0.6379216738717881,1.6955354496770447,0.7653696662053279,-0.7891755375958306
367,0,22,18,62.0,47.0,1,37.95,0,0.4878989976083445,-0.40231991649385773,-0.8848948219159015,-1.2621962852753033,-1.5847930754691695,-0.4889922180050815
368,0,24,20,64.0,52.0,4,32.4,0,1.4686005003386842,-0.20423034658058464,-0.7464569586624752,-0.94754397304633,-0.4097117046319208,-1.081880980897842
369,1,19,14,67.0,81.0,4,38.38,0,-0.9831532564871651,-0.7984990563204039,-0.5388001637823356,0.8774394378817145,-0.4097117046319208,-0.44305669223140826
370,1,21,33,82.0,47.0,5,41.49,0,-0.0024517537568253616,1.0833518578556902,0.4994838106183618,-1.2621962852753033,-0.018017914352837915,-0.11082533140321302
371,0,19,14,55.0,69.0,6,30.9,0,-0.9831532564871651,-0.7984990563204039,-1.3694273433028936,0.12227388853217885,0.37367587592624496,-1.2421211870850746
372,0,22,16,76.0,71.0,4,43.71,0,0.4878989976083445,-0.6004094864071308,0.08417022085808279,0.24813481342376814,-0.4097117046319208,0.1263301737538909
373,0,19,34,72.0,75.0,2,49.74,0,-0.9831532564871651,1.1823966428123267,-0.19270550564876987,0.49985666320694666,-1.1930992851900866,0.7704958026265656
374,0,21,5,76.0,86.0,6,26.83,0,-0.0024517537568253616,-1.6899021209301326,0.08417022085808279,1.1920917501106878,0.37367587592624496,-1.6769062798730987
375,1,18,9,83.0,69.0,8,32.55,0,-1.473504007852335,-1.2937229811035864,0.5687027422450749,0.12227388853217885,1.1570634564844107,-1.065856960279119
376,0,24,24,95.0,40.0,8,32.96,0,1.4686005003386842,0.19194879324596148,1.399329921765633,-1.7027095223958657,1.1570634564844107,-1.0220579705879418
377,0,22,12,87.0,82.0,7,34.21,0,0.4878989976083445,-0.9965886262336769,0.8455784687519275,0.9403699003275091,0.7653696662053279,-0.8885244654319147
378,1,18,16,63.0,78.0,6,40.47,0,-1.473504007852335,-0.6004094864071308,-0.8156758902891883,0.6886480505443306,0.37367587592624496,-0.21978867161053142
379,0,18,5,85.0,56.0,2,33.04,0,-1.473504007852335,-1.6899021209301326,0.7071406054985012,-0.6958221232631515,-1.1930992851900866,-1.013511826257956
380,1,18,24,57.0,59.0,7,38.56,0,-1.473504007852335,0.19194879324596148,-1.2309894800494674,-0.5070307359257675,0.7653696662053279,-0.4238278674889404
381,0,20,32,84.0,63.0,5,52.28,1,-0.49280250512199525,0.9843070728990537,0.6379216738717881,-0.255308886142589,-0.018017914352837915,1.0418358851036125
382,0,24,16,68.0,89.0,6,47.94,0,1.4686005003386842,-0.6004094864071308,-0.46958123215562253,1.3808831374480717,0.37367587592624496,0.5782075552018862
383,0,23,32,79.0,61.0,8,37.51,0,0.9782497489735144,0.9843070728990537,0.2918270157382223,-0.38116981103417824,1.1570634564844107,-0.5359960118200036
384,1,24,19,63.0,68.0,8,44.84,0,1.4686005003386842,-0.3032751315372212,-0.8156758902891883,0.05934342608638421,1.1570634564844107,0.24704446241493963
385,1,20,10,69.0,61.0,3,36.95,0,-0.49280250512199525,-1.19467819614695,-0.40036230052890937,-0.38116981103417824,-0.8014054949110037,-0.5958190221299032
386,0,23,24,98.0,83.0,7,58.63,1,0.9782497489735144,0.19194879324596148,1.6069867166457723,1.0033003627733037,0.7653696662053279,1.7201860912962301
387,1,24,18,74.0,48.0,1,32.56,0,1.4686005003386842,-0.40231991649385773,-0.054267642395343534,-1.1992658228295086,-1.5847930754691695,-1.0647886922378702
388,1,18,6,89.0,76.0,1,35.24,0,-1.473504007852335,-1.590857335973496,0.9840163320053539,0.5627871256527414,-1.5847930754691695,-0.7784928571833483
389,1,22,13,73.0,49.0,7,37.03,0,0.4878989976083445,-0.8975438412770403,-0.1234865740220567,-1.1363353603837139,0.7653696662053279,-0.5872728777999177
390,1,23,24,63.0,75.0,9,51.9,1,0.9782497489735144,0.19194879324596148,-0.8156758902891883,0.49985666320694666,1.5487572467634936,1.00124169953618
391,1,21,30,75.0,76.0,7,50.41,1,-0.0024517537568253616,0.7862175029857806,0.014951289231369626,0.5627871256527414,0.7653696662053279,0.8420697613901955
392,1,21,33,87.0,67.0,5,43.96,0,-0.0024517537568253616,1.0833518578556902,0.8455784687519275,-0.0035870363594104303,-0.018017914352837915,0.1530368747850963
393,0,19,5,72.0,67.0,8,30.83,0,-0.9831532564871651,-1.6899021209301326,-0.19270550564876987,-0.0035870363594104303,1.1570634564844107,-1.249599063373812
394,0,23,39,71.0,81.0,2,54.56,1,0.9782497489735144,1.6776205675955094,-0.26192443727548304,0.8774394378817145,-1.1930992851900866,1.285400998508206
395,1,22,10,97.0,82.0,9,48.44,0,0.4878989976083445,-1.19467819614695,1.5377677850190592,0.9403699003275091,1.5487572467634936,0.6316209572642969
396,0,20,9,68.0,60.0,6,28.08,0,-0.49280250512199525,-1.2937229811035864,-0.46958123215562253,-0.4441002734799729,0.37367587592624496,-1.5433727747170716
397,0,18,37,95.0,63.0,9,54.21,1,-1.473504007852335,1.4795309976822364,1.399329921765633,-0.255308886142589,1.5487572467634936,1.2480116170645181
398,0,19,18,52.0,81.0,2,43.94,0,-0.9831532564871651,-0.40231991649385773,-1.5770841381830332,0.8774394378817145,-1.1930992851900866,0.15090033870259956
399,0,21,16,91.0,79.0,3,40.41,0,-0.0024517537568253616,-0.6004094864071308,1.1224541952587803,0.7515785129901252,-0.8014054949110037,-0.22619827985802096
400,1,20,24,68.0,41.0,8,39.2,0,-0.49280250512199525,0.19194879324596148,-0.46958123215562253,-1.639779059950071,1.1570634564844107,-0.3554587128490545
401,0,20,28,58.0,94.0,1,49.05,0,-0.49280250512199525,0.5881279330725077,-1.161770548422754,1.6955354496770447,-1.5847930754691695,0.6967853077804381
402,0,18,38,77.0,47.0,7,45.67,0,-1.473504007852335,1.5785757826388729,0.15338915248479595,-1.2621962852753033,0.7653696662053279,0.3357107098385414
403,1,23,29,69.0,87.0,7,50.3,1,0.9782497489735144,0.6871727180291441,-0.40036230052890937,1.2550222125564823,0.7653696662053279,0.8303188129364651
404,1,21,33,94.0,66.0,1,50.26,1,-0.0024517537568253616,1.0833518578556902,1.3301109901389196,-0.06651749880520506,-1.5847930754691695,0.8260457407714724
405,0,22,35,56.0,61.0,9,49.44,0,0.4878989976083445,1.2814414277689634,-1.3002084116761805,-0.38116981103417824,1.5487572467634936,0.7384477613891186
406,0,20,27,63.0,76.0,8,40.35,0,-0.49280250512199525,0.48908314811587106,-0.8156758902891883,0.5627871256527414,1.1570634564844107,-0.23260788810550975
407,0,18,24,58.0,66.0,4,35.02,0,-1.473504007852335,0.19194879324596148,-1.161770548422754,-0.06651749880520506,-0.4097117046319208,-0.8019947540908089
408,0,22,27,68.0,68.0,5,40.47,0,0.4878989976083445,0.48908314811587106,-0.46958123215562253,0.05934342608638421,-0.018017914352837915,-0.21978867161053142
409,0,23,20,96.0,42.0,2,35.53,0,0.9782497489735144,-0.20423034658058464,1.468548853392346,-1.5768485975042765,-1.1930992851900866,-0.7475130839871501
410,0,21,12,63.0,83.0,9,46.41,0,-0.0024517537568253616,-0.9965886262336769,-0.8156758902891883,1.0033003627733037,1.5487572467634936,0.4147625448909089
411,1,23,25,87.0,52.0,6,39.13,0,0.9782497489735144,0.290993578202598,0.8455784687519275,-0.94754397304633,0.37367587592624496,-0.36293658913779203
412,0,20,5,85.0,84.0,3,37.62,0,-0.49280250512199525,-1.6899021209301326,0.7071406054985012,1.0662308252190984,-0.8014054949110037,-0.5242450633662733
413,0,22,12,89.0,49.0,7,26.24,0,0.4878989976083445,-0.9965886262336769,0.9840163320053539,-1.1363353603837139,0.7653696662053279,-1.7399340943067434
414,1,22,33,66.0,75.0,9,55.65,1,0.4878989976083445,1.0833518578556902,-0.6080190954090489,0.49985666320694666,1.5487572467634936,1.401842215004261
415,1,22,36,79.0,48.0,3,51.06,1,0.4878989976083445,1.3804862127256,0.2918270157382223,-1.1992658228295086,-0.8014054949110037,0.9115071840713301
416,1,20,9,58.0,93.0,2,35.62,0,-0.49280250512199525,-1.2937229811035864,-1.161770548422754,1.6326049872312502,-1.1930992851900866,-0.7378986716159166
417,1,20,26,82.0,94.0,7,53.22,1,-0.49280250512199525,0.39003836315923457,0.4994838106183618,1.6955354496770447,0.7653696662053279,1.1422530809809446
418,0,23,38,74.0,66.0,7,49.19,0,0.9782497489735144,1.5785757826388729,-0.054267642395343534,-0.06651749880520506,0.7653696662053279,0.7117410603579132
419,0,19,5,63.0,73.0,4,28.5,0,-0.9831532564871651,-1.6899021209301326,-0.8156758902891883,0.37399573831535743,-0.4097117046319208,-1.4985055169846464
420,0,23,30,60.0,90.0,9,50.33,1,0.9782497489735144,0.7862175029857806,-1.0233326851693278,1.4438135998938664,1.5487572467634936,0.8335236170602099
421,0,21,14,84.0,40.0,8,28.31,0,-0.0024517537568253616,-0.7984990563204039,0.6379216738717881,-1.7027095223958657,1.1570634564844107,-1.5188026097683627
422,0,18,34,90.0,71.0,1,53.34,1,-1.473504007852335,1.1823966428123267,1.053235263632067,0.24813481342376814,-1.5847930754691695,1.1550722974759235
423,0,22,22,63.0,64.0,1,40.01,0,0.4878989976083445,-0.006140776667311581,-0.8156758902891883,-0.19237842369679434,-1.5847930754691695,-0.26892900150794946
424,1,19,21,79.0,68.0,5,38.83,0,-0.9831532564871651,-0.10518556162394811,0.2918270157382223,0.05934342608638421,-0.018017914352837915,-0.39498463037523895
425,0,18,30,90.0,46.0,6,46.18,0,-1.473504007852335,0.7862175029857806,1.053235263632067,-1.325126747721098,0.37367587592624496,0.39019237994220024
426,1,19,12,53.0,88.0,3,32.87,0,-0.9831532564871651,-0.9965886262336769,-1.50786520655632,1.317952675002277,-0.8014054949110037,-1.031672382959176
427,1,24,16,53.0,42.0,9,32.5,0,1.4686005003386842,-0.6004094864071308,-1.50786520655632,-1.5768485975042765,1.5487572467634936,-1.0711983004853598
428,0,23,31,77.0,59.0,6,51.35,1,0.9782497489735144,0.8852622879424172,0.15338915248479595,-0.5070307359257675,0.37367587592624496,0.9424869572675283
429,1,20,12,57.0,59.0,4,28.43,0,-0.49280250512199525,-0.9965886262336769,-1.2309894800494674,-0.5070307359257675,-0.4097117046319208,-1.505983393273384
430,0,22,29,51.0,92.0,7,46.06,0,0.4878989976083445,0.6871727180291441,-1.6463030698097463,1.5696745247854555,0.7653696662053279,0.37737316344722194
431,1,23,8,90.0,69.0,8,38.14,0,0.9782497489735144,-1.3927677660602231,1.053235263632067,0.12227388853217885,1.1570634564844107,-0.4686951252213657
432,0,18,37,95.0,74.0,9,70.48,1,-1.473504007852335,1.4795309976822364,1.399329921765633,0.4369262007611521,1.5487572467634936,2.9860837201753667
433,1,24,5,71.0,74.0,6,28.52,0,1.4686005003386842,-1.6899021209301326,-0.26192443727548304,0.4369262007611521,0.37367587592624496,-1.49636898090215
434,0,24,23,90.0,88.0,6,51.09,1,1.4686005003386842,0.09290400828932495,1.053235263632067,1.317952675002277,0.37367587592624496,0.9147119881950749
435,0,24,35,65.0,78.0,8,51.37,1,1.4686005003386842,1.2814414277689634,-0.677238027035762,0.6886480505443306,1.1570634564844107,0.9446234933500244
436,0,18,20,78.0,66.0,5,37.65,0,-1.473504007852335,-0.20423034658058464,0.22260808411150912,-0.06651749880520506,-0.018017914352837915,-0.5210402592425285
437,0,18,18,98.0,65.0,3,41.82,0,-1.473504007852335,-0.40231991649385773,1.6069867166457723,-0.12944796125099972,-0.8014054949110037,-0.07557248604202206
438,0,18,9,97.0,53.0,3,29.11,0,-1.473504007852335,-1.2937229811035864,1.5377677850190592,-0.8846135106005354,-0.8014054949110037,-1.4333411664685052
439,1,18,30,79.0,56.0,6,46.8,0,-1.473504007852335,0.7862175029857806,0.2918270157382223,-0.6958221232631515,0.37367587592624496,0.4564249984995894
440,1,24,32,61.0,57.0,2,43.7,0,1.4686005003386842,0.9843070728990537,-0.9541137535426146,-0.6328916608173568,-1.1930992851900866,0.1252619057126429
441,1,24,6,84.0,84.0,6,38.11,0,1.4686005003386842,-1.590857335973496,0.6379216738717881,1.0662308252190984,0.37367587592624496,-0.47189992934511044
442,0,19,10,60.0,91.0,6,41.25,0,-0.9831532564871651,-1.19467819614695,-1.0233326851693278,1.5067440623396609,0.37367587592624496,-0.13646376439317043
443,1,23,13,95.0,68.0,8,45.14,0,0.9782497489735144,-0.8975438412770403,1.399329921765633,0.05934342608638421,1.1570634564844107,0.27909250365238586
444,0,22,37,99.0,59.0,7,47.26,0,0.4878989976083445,1.4795309976822364,1.6762056482724856,-0.5070307359257675,0.7653696662053279,0.5055653283970074
445,0,20,29,70.0,92.0,8,46.1,0,-0.49280250512199525,0.6871727180291441,-0.3311433689021962,1.5696745247854555,1.1570634564844107,0.3816462356122147
446,1,24,17,70.0,66.0,9,45.01,0,1.4686005003386842,-0.5013647014504943,-0.3311433689021962,-0.06651749880520506,1.5487572467634936,0.26520501911615874
447,1,20,13,54.0,57.0,6,28.93,0,-0.49280250512199525,-0.8975438412770403,-1.4386462749296067,-0.6328916608173568,0.37367587592624496,-1.452569991210973
448,0,23,17,97.0,43.0,3,33.45,0,0.9782497489735144,-0.5013647014504943,1.5377677850190592,-1.5139181350584818,-0.8014054949110037,-0.969712836566779
449,1,23,35,69.0,40.0,3,46.48,0,0.9782497489735144,1.2814414277689634,-0.40036230052890937,-1.7027095223958657,-0.8014054949110037,0.42224042117964644
450,0,20,15,86.0,89.0,1,44.45,0,-0.49280250512199525,-0.6994542713637673,0.7763595371252144,1.3808831374480717,-1.5847930754691695,0.20538200880625915
451,0,24,8,52.0,40.0,5,25.68,0,1.4686005003386842,-1.3927677660602231,-1.5770841381830332,-1.7027095223958657,-0.018017914352837915,-1.7997571046166434
452,0,20,38,93.0,65.0,4,57.56,1,-0.49280250512199525,1.5785757826388729,1.2608920585122065,-0.12944796125099972,-0.4097117046319208,1.605881410882671
453,0,19,8,82.0,84.0,9,41.36,0,-0.9831532564871651,-1.3927677660602231,0.4994838106183618,1.0662308252190984,1.5487572467634936,-0.1247128159394401
454,0,21,23,58.0,59.0,9,40.82,0,-0.0024517537568253616,0.09290400828932495,-1.161770548422754,-0.5070307359257675,1.5487572467634936,-0.1823992901668437
455,1,24,10,58.0,91.0,5,44.58,0,1.4686005003386842,-1.19467819614695,-1.161770548422754,1.5067440623396609,-0.018017914352837915,0.21926949334248547
456,1,24,38,53.0,62.0,4,48.95,0,1.4686005003386842,1.5785757826388729,-1.50786520655632,-0.31823934858838365,-0.4097117046319208,0.6861026273679566
457,0,22,22,84.0,49.0,7,41.96,0,0.4878989976083445,-0.006140776667311581,0.6379216738717881,-1.1363353603837139,0.7653696662053279,-0.06061673346454696
458,0,18,17,66.0,50.0,6,32.69,0,-1.473504007852335,-0.5013647014504943,-0.6080190954090489,-1.0734048979379194,0.37367587592624496,-1.050901207701644
459,1,21,27,83.0,80.0,4,48.49,0,-0.0024517537568253616,0.48908314811587106,0.5687027422450749,0.8145089754359199,-0.4097117046319208,0.6369622974705385
460,1,23,23,73.0,80.0,2,37.21,0,0.9782497489735144,0.09290400828932495,-0.1234865740220567,0.8145089754359199,-1.1930992851900866,-0.5680440530574498
461,0,24,15,81.0,44.0,1,35.21,0,1.4686005003386842,-0.6994542713637673,0.4302648789916486,-1.4509876726126871,-1.5847930754691695,-0.7816976613070931
462,1,20,5,50.0,40.0,4,23.86,0,-0.49280250512199525,-1.6899021209301326,-1.7155220014364594,-1.7027095223958657,-0.4097117046319208,-1.994181888123819
463,0,21,28,57.0,56.0,4,40.41,0,-0.0024517537568253616,0.5881279330725077,-1.2309894800494674,-0.6958221232631515,-0.4097117046319208,-0.22619827985802096
464,1,22,11,94.0,61.0,1,33.83,0,0.4878989976083445,-1.0956334111903134,1.3301109901389196,-0.38116981103417824,-1.5847930754691695,-0.9291186509993472
465,0,23,29,72.0,73.0,6,43.89,0,0.9782497489735144,0.6871727180291441,-0.19270550564876987,0.37399573831535743,0.37367587592624496,0.14555899849635878
466,1,18,25,96.0,84.0,4,60.0,1,-1.473504007852335,0.290993578202598,1.468548853392346,1.0662308252190984,-0.4097117046319208,1.8665388129472353
467,0,18,19,89.0,80.0,1,47.63,0,-1.473504007852335,-0.3032751315372212,0.9840163320053539,0.8145089754359199,-1.5847930754691695,0.5450912459231919
468,1,22,5,61.0,68.0,1,27.01,0,0.4878989976083445,-1.6899021209301326,-0.9541137535426146,0.05934342608638421,-1.5847930754691695,-1.6576774551306304
469,1,22,16,61.0,43.0,1,28.25,0,0.4878989976083445,-0.6004094864071308,-0.9541137535426146,-1.5139181350584818,-1.5847930754691695,-1.5252122180158518
470,0,20,11,95.0,44.0,8,31.52,0,-0.49280250512199525,-1.0956334111903134,1.399329921765633,-1.4509876726126871,1.1570634564844107,-1.175888568527685
471,1,24,19,96.0,50.0,8,44.03,0,1.4686005003386842,-0.3032751315372212,1.468548853392346,-1.0734048979379194,1.1570634564844107,0.16051475107383387
472,0,18,25,64.0,90.0,2,49.44,0,-1.473504007852335,0.290993578202598,-0.7464569586624752,1.4438135998938664,-1.1930992851900866,0.7384477613891186
473,1,23,23,90.0,60.0,7,39.77,0,0.9782497489735144,0.09290400828932495,1.053235263632067,-0.4441002734799729,0.7653696662053279,-0.2945674344979061
474,0,21,33,68.0,74.0,8,53.75,1,-0.0024517537568253616,1.0833518578556902,-0.46958123215562253,0.4369262007611521,1.1570634564844107,1.1988712871671001
475,1,23,29,75.0,51.0,8,43.34,0,0.9782497489735144,0.6871727180291441,0.014951289231369626,-1.0104744354921247,1.1570634564844107,0.08680425622770718
476,0,19,37,78.0,65.0,7,55.56,1,-0.9831532564871651,1.4795309976822364,0.22260808411150912,-0.12944796125099972,0.7653696662053279,1.3922278026330275
477,1,19,36,71.0,90.0,5,57.25,1,-0.9831532564871651,1.3804862127256,-0.26192443727548304,1.4438135998938664,-0.018017914352837915,1.5727651016039759
478,0,22,39,89.0,58.0,1,56.18,1,0.4878989976083445,1.6776205675955094,0.9840163320053539,-0.5699611983715622,-1.5847930754691695,1.4584604211904166
479,1,20,30,70.0,84.0,9,52.36,1,-0.49280250512199525,0.7862175029857806,-0.3311433689021962,1.0662308252190984,1.5487572467634936,1.050382029433598
480,0,19,15,87.0,46.0,7,36.65,0,-0.9831532564871651,-0.6994542713637673,0.8455784687519275,-1.325126747721098,0.7653696662053279,-0.6278670633673501
481,0,18,39,69.0,86.0,2,69.69,1,-1.473504007852335,1.6776205675955094,-0.40036230052890937,1.1920917501106878,-1.1930992851900866,2.901690544916757
482,0,23,12,78.0,94.0,6,39.39,0,0.9782497489735144,-0.9965886262336769,0.22260808411150912,1.6955354496770447,0.37367587592624496,-0.3351616200653386
483,1,23,18,53.0,46.0,2,31.08,0,0.9782497489735144,-0.40231991649385773,-1.50786520655632,-1.325126747721098,-1.1930992851900866,-1.2228923623426067
484,0,22,14,56.0,65.0,1,35.76,0,0.4878989976083445,-0.7984990563204039,-1.3002084116761805,-0.12944796125099972,-1.5847930754691695,-0.7229429190384414
485,1,24,6,77.0,79.0,7,34.43,0,1.4686005003386842,-1.590857335973496,0.15338915248479595,0.7515785129901252,0.7653696662053279,-0.865022568524454
486,0,24,13,77.0,44.0,2,24.16,0,1.4686005003386842,-0.8975438412770403,0.15338915248479595,-1.4509876726126871,-1.1930992851900866,-1.9621338468863723
487,1,21,7,53.0,60.0,2,22.63,0,-0.0024517537568253616,-1.4918125510168596,-1.50786520655632,-0.4441002734799729,-1.1930992851900866,-2.1255788571973495
488,0,22,25,71.0,53.0,5,43.47,0,0.4878989976083445,0.290993578202598,-0.26192443727548304,-0.8846135106005354,-0.018017914352837915,0.1006917407639335
489,1,21,30,61.0,43.0,5,43.14,0,-0.0024517537568253616,0.7862175029857806,-0.9541137535426146,-1.5139181350584818,-0.018017914352837915,0.06543889540274254
490,1,24,12,94.0,62.0,7,35.36,0,1.4686005003386842,-0.9965886262336769,1.3301109901389196,-0.31823934858838365,0.7653696662053279,-0.76567364068837
491,0,22,6,52.0,81.0,1,31.94,0,0.4878989976083445,-1.590857335973496,-1.5770841381830332,0.8774394378817145,-1.5847930754691695,-1.1310213107952598
492,1,22,10,71.0,59.0,8,33.3,0,0.4878989976083445,-1.19467819614695,-0.26192443727548304,-0.5070307359257675,1.1570634564844107,-0.9857368571855027
493,1,22,32,93.0,54.0,3,45.41,0,0.4878989976083445,0.9843070728990537,1.2608920585122065,-0.8216830481547407,-0.8014054949110037,0.30793574076608726
494,0,24,33,51.0,89.0,4,55.52,1,1.4686005003386842,1.0833518578556902,-1.6463030698097463,1.3808831374480717,-0.4097117046319208,1.3879547304680349
495,1,21,30,73.0,91.0,9,52.28,1,-0.0024517537568253616,0.7862175029857806,-0.1234865740220567,1.5067440623396609,1.5487572467634936,1.0418358851036125
496,1,21,29,83.0,84.0,4,57.35,1,-0.0024517537568253616,0.6871727180291441,0.5687027422450749,1.0662308252190984,-0.4097117046319208,1.583447782016458
497,1,22,16,76.0,68.0,5,41.62,0,0.4878989976083445,-0.6004094864071308,0.08417022085808279,0.05934342608638421,-0.018017914352837915,-0.09693784686698668
498,0,19,9,90.0,47.0,7,32.32,0,-0.9831532564871651,-1.2937229811035864,1.053235263632067,-1.2621962852753033,0.7653696662053279,-1.0904271252278277
499,1,20,38,50.0,80.0,4,54.5,1,-0.49280250512199525,1.5785757826388729,-1.7155220014364594,0.8145089754359199,-0.4097117046319208,1.2789913902607164
500,0,24,19,57.0,87.0,1,44.87,0,1.4686005003386842,-0.3032751315372212,-1.2309894800494674,1.2550222125564823,-1.5847930754691695,0.2502492665386837
501,1,20,19,72.0,58.0,9,39.76,0,-0.49280250512199525,-0.3032751315372212,-0.19270550564876987,-0.5699611983715622,1.5487572467634936,-0.2956357025391549
502,1,20,27,87.0,87.0,4,52.23,1,-0.49280250512199525,0.48908314811587106,0.8455784687519275,1.2550222125564823,-0.4097117046319208,1.0364945448973708
503,1,21,10,55.0,78.0,9,33.42,0,-0.0024517537568253616,-1.19467819614695,-1.3694273433028936,0.6886480505443306,1.5487572467634936,-0.9729176406905237
504,0,21,25,71.0,85.0,6,42.46,0,-0.0024517537568253616,0.290993578202598,-0.26192443727548304,1.129161287664893,0.37367587592624496,-0.0072033314021361415
505,1,19,27,74.0,67.0,1,48.1,0,-0.9831532564871651,0.48908314811587106,-0.054267642395343534,-0.0035870363594104303,-1.5847930754691695,0.595299843861858
506,1,20,20,67.0,85.0,3,45.3,0,-0.49280250512199525,-0.20423034658058464,-0.5388001637823356,1.129161287664893,-0.8014054949110037,0.29618479231235695
507,0,20,19,66.0,66.0,2,36.22,0,-0.49280250512199525,-0.3032751315372212,-0.6080190954090489,-0.06651749880520506,-1.1930992851900866,-0.6738025891410234
508,1,22,29,61.0,43.0,9,39.74,0,0.4878989976083445,0.6871727180291441,-0.9541137535426146,-1.5139181350584818,1.5487572467634936,-0.29777223862165086
509,0,21,15,55.0,54.0,1,35.04,0,-0.0024517537568253616,-0.6994542713637673,-1.3694273433028936,-0.8216830481547407,-1.5847930754691695,-0.7998582180083129
510,0,20,19,75.0,74.0,9,47.07,0,-0.49280250512199525,-0.3032751315372212,0.014951289231369626,0.4369262007611521,1.5487572467634936,0.4852682356132916
511,1,23,8,76.0,76.0,9,27.49,0,0.9782497489735144,-1.3927677660602231,0.08417022085808279,0.5627871256527414,1.5487572467634936,-1.6064005891507165
512,0,19,25,57.0,40.0,8,34.91,0,-0.9831532564871651,0.290993578202598,-1.2309894800494674,-1.7027095223958657,1.1570634564844107,-0.81374570254454
513,1,23,17,68.0,42.0,8,36.85,0,0.9782497489735144,-0.5013647014504943,-0.46958123215562253,-1.5768485975042765,1.1570634564844107,-0.6065017025423854
514,0,23,26,91.0,86.0,1,57.99,1,0.9782497489735144,0.39003836315923457,1.1224541952587803,1.1920917501106878,-1.5847930754691695,1.6518169366563442
