Age,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate
58,1272,Research & Development,5,Technical Degree,940,Female,37,Healthcare Representative,Divorced,10552,9255
31,154,Sales,7,Life Sciences,941,Male,41,Sales Representative,Married,2329,11737
35,1137,Research & Development,21,Life Sciences,942,Female,51,Healthcare Representative,Married,4014,19170
49,527,Research & Development,8,Other,944,Female,51,Laboratory Technician,Married,7403,22477
48,1469,Research & Development,20,Medical,945,Male,51,Research Scientist,Married,2259,5543
31,1188,Sales,20,Marketing,947,Female,45,Sales Executive,Married,6932,24406
36,188,Research & Development,7,Other,949,Male,65,Research Scientist,Single,4678,23293
38,1333,Research & Development,1,Technical Degree,950,Female,80,Research Director,Married,13582,16292
32,1184,Research & Development,1,Life Sciences,951,Female,70,Laboratory Technician,Married,2332,3974
25,867,Sales,19,Marketing,952,Male,36,Sales Representative,Married,2413,18798
40,658,Sales,10,Marketing,954,Male,67,Sales Executive,Divorced,9705,20652
26,1283,Sales,1,Medical,956,Male,52,Sales Executive,Single,4294,11148
41,263,Research & Development,6,Medical,957,Male,59,Laboratory Technician,Single,4721,3119
36,938,Research & Development,2,Medical,958,Male,79,Laboratory Technician,Single,2519,12287
19,419,Sales,21,Other,959,Male,37,Sales Representative,Single,2121,9947
20,129,Research & Development,4,Technical Degree,960,Male,84,Laboratory Technician,Single,2973,13008
31,616,Research & Development,12,Medical,961,Female,41,Healthcare Representative,Married,5855,17369
40,1469,Research & Development,9,Medical,964,Male,35,Research Scientist,Divorced,3617,25063
32,498,Research & Development,3,Medical,966,Female,93,Manufacturing Director,Married,6725,13554
36,530,Sales,3,Life Sciences,967,Male,51,Sales Executive,Married,10325,5518
33,1069,Research & Development,1,Life Sciences,969,Female,42,Healthcare Representative,Single,6949,12291
37,625,Sales,1,Life Sciences,970,Male,46,Sales Executive,Married,10609,14922
45,805,Research & Development,4,Life Sciences,972,Male,57,Laboratory Technician,Married,4447,23163
29,1404,Sales,20,Technical Degree,974,Female,84,Sales Representative,Married,2157,18203
35,1219,Sales,18,Medical,975,Female,86,Sales Executive,Married,4601,6179
52,1053,Research & Development,1,Life Sciences,976,Male,70,Manager,Married,17099,13829
58,289,Research & Development,2,Technical Degree,977,Male,51,Research Scientist,Single,2479,26227
53,1376,Sales,2,Medical,981,Male,45,Manager,Divorced,14852,13938
30,231,Sales,8,Other,982,Male,62,Sales Executive,Divorced,7264,9977
38,152,Sales,10,Technical Degree,983,Female,85,Sales Executive,Single,5666,19899
35,882,Sales,3,Life Sciences,984,Male,92,Sales Executive,Divorced,7823,6812
39,903,Sales,2,Life Sciences,985,Male,41,Sales Executive,Single,7880,2560
40,1479,Sales,24,Life Sciences,986,Female,100,Sales Executive,Single,13194,17071
47,1379,Research & Development,16,Medical,987,Male,64,Manufacturing Director,Divorced,5067,6759
36,1229,Sales,8,Technical Degree,990,Male,84,Sales Executive,Divorced,5079,25952
31,335,Research & Development,9,Medical,991,Male,46,Research Scientist,Single,2321,10322
33,722,Sales,17,Life Sciences,992,Male,38,Manager,Single,17444,20489
29,906,Research & Development,10,Life Sciences,994,Female,92,Research Scientist,Single,2404,11479
33,461,Research & Development,13,Life Sciences,995,Female,53,Research Scientist,Single,3452,17241
45,974,Research & Development,1,Medical,996,Female,91,Laboratory Technician,Divorced,2270,11005
50,1126,Research & Development,1,Medical,997,Male,66,Research Director,Divorced,17399,6615
33,827,Research & Development,1,Other,998,Female,84,Healthcare Representative,Married,5488,20161
41,840,Research & Development,9,Medical,999,Male,64,Research Director,Divorced,19419,3735
27,1134,Research & Development,16,Technical Degree,1001,Female,37,Laboratory Technician,Married,2811,12086
45,248,Research & Development,23,Life Sciences,1002,Male,42,Laboratory Technician,Married,3633,14039
47,955,Sales,4,Life Sciences,1003,Female,83,Sales Executive,Single,4163,8571
30,138,Research & Development,22,Life Sciences,1004,Female,48,Research Scientist,Married,2132,11539
50,939,Research & Development,24,Life Sciences,1005,Male,95,Manufacturing Director,Married,13973,4161
38,1391,Research & Development,10,Medical,1006,Male,66,Research Scientist,Married,2684,12127
46,566,Research & Development,7,Medical,1007,Male,75,Manufacturing Director,Divorced,10845,24208
24,1206,Research & Development,17,Medical,1009,Female,41,Manufacturing Director,Divorced,4377,24117
35,622,Research & Development,14,Other,1010,Male,39,Laboratory Technician,Divorced,3743,10074
31,853,Research & Development,1,Life Sciences,1011,Female,96,Manufacturing Director,Married,4148,11275
18,287,Research & Development,5,Life Sciences,1012,Male,73,Research Scientist,Single,1051,13493
54,1441,Research & Development,17,Technical Degree,1013,Female,56,Manufacturing Director,Married,10739,13943
35,583,Research & Development,25,Medical,1014,Female,57,Healthcare Representative,Divorced,10388,6975
30,153,Research & Development,8,Life Sciences,1015,Female,73,Research Director,Married,11416,17802
20,1097,Research & Development,11,Medical,1016,Female,98,Research Scientist,Single,2600,18275
30,109,Research & Development,5,Medical,1017,Female,60,Laboratory Technician,Single,2422,25725
26,1066,Research & Development,2,Medical,1018,Male,32,Manufacturing Director,Married,5472,3334
22,217,Research & Development,8,Life Sciences,1019,Male,94,Laboratory Technician,Married,2451,6881
48,277,Research & Development,6,Life Sciences,1022,Male,97,Healthcare Representative,Single,4240,13119
48,1355,Research & Development,4,Life Sciences,1024,Male,78,Healthcare Representative,Single,10999,22245
41,549,Research & Development,7,Medical,1025,Female,42,Manufacturing Director,Single,5003,23371
39,466,Research & Development,1,Life Sciences,1026,Female,65,Manufacturing Director,Married,12742,7060
27,1055,Research & Development,2,Life Sciences,1027,Female,47,Manufacturing Director,Married,4227,4658
35,802,Research & Development,10,Other,1028,Male,45,Laboratory Technician,Divorced,3917,9541
42,265,Sales,5,Marketing,1029,Male,90,Manager,Married,18303,7770
50,804,Research & Development,9,Life Sciences,1030,Male,64,Laboratory Technician,Married,2380,20165
59,715,Research & Development,2,Life Sciences,1032,Female,69,Manufacturing Director,Single,13726,21829
37,1141,Research & Development,11,Medical,1033,Female,61,Healthcare Representative,Married,4777,14382
55,135,Research & Development,18,Medical,1034,Male,62,Healthcare Representative,Married,6385,12992
41,247,Research & Development,7,Life Sciences,1035,Female,55,Research Director,Divorced,19973,20284
38,1035,Sales,3,Life Sciences,1036,Male,42,Sales Executive,Single,6861,4981
26,265,Sales,29,Medical,1037,Male,79,Sales Executive,Single,4969,21813
52,266,Sales,2,Marketing,1038,Female,57,Manager,Married,19845,25846
44,1448,Sales,28,Medical,1039,Female,53,Sales Executive,Married,13320,11737
50,145,Sales,1,Life Sciences,1040,Female,95,Sales Executive,Married,6347,24920
36,885,Research & Development,16,Life Sciences,1042,Female,43,Laboratory Technician,Single,2743,8269
39,945,Research & Development,22,Medical,1043,Female,82,Manufacturing Director,Single,10880,5083
33,1038,Sales,8,Life Sciences,1044,Female,88,Sales Representative,Single,2342,21437
45,1234,Sales,11,Life Sciences,1045,Female,90,Manager,Married,17650,5404
32,1109,Research & Development,29,Medical,1046,Female,69,Laboratory Technician,Single,4025,11135
34,216,Sales,1,Marketing,1047,Male,75,Sales Executive,Divorced,9725,12278
59,1089,Sales,1,Technical Degree,1048,Male,66,Manager,Married,11904,11038
45,788,Human Resources,24,Medical,1049,Male,36,Human Resources,Single,2177,8318
53,124,Sales,2,Marketing,1050,Female,38,Sales Executive,Married,7525,23537
36,660,Research & Development,15,Other,1052,Male,81,Laboratory Technician,Divorced,4834,7858
26,342,Research & Development,2,Life Sciences,1053,Male,57,Research Scientist,Married,2042,15346
34,1333,Sales,10,Life Sciences,1055,Female,87,Sales Representative,Married,2220,18410
28,1144,Sales,10,Medical,1056,Male,74,Sales Representative,Married,1052,23384
38,1186,Research & Development,3,Other,1060,Male,44,Research Scientist,Married,2821,2997
50,1464,Research & Development,2,Medical,1061,Male,62,Research Director,Married,19237,12853
37,124,Research & Development,3,Other,1062,Female,35,Healthcare Representative,Single,4107,13848
40,300,Sales,26,Marketing,1066,Male,74,Sales Executive,Married,8396,22217
26,921,Research & Development,1,Medical,1068,Female,66,Research Scientist,Divorced,2007,25265
46,430,Research & Development,1,Medical,1069,Male,40,Research Director,Divorced,19627,21445
54,1082,Sales,2,Life Sciences,1070,Female,41,Sales Executive,Married,10686,8392
56,1240,Research & Development,9,Medical,1071,Female,63,Research Scientist,Married,2942,12154
36,796,Research & Development,12,Medical,1073,Female,51,Manufacturing Director,Single,8858,15669
55,444,Research & Development,2,Medical,1074,Male,40,Manager,Single,16756,17323
43,415,Sales,25,Medical,1076,Male,79,Sales Executive,Divorced,10798,5268
20,769,Sales,9,Marketing,1077,Female,54,Sales Representative,Single,2323,17205
21,1334,Research & Development,10,Life Sciences,1079,Female,36,Laboratory Technician,Single,1416,17258
46,1003,Research & Development,8,Life Sciences,1080,Female,74,Research Scientist,Divorced,4615,21029
51,1323,Research & Development,4,Life Sciences,1081,Male,34,Research Scientist,Married,2461,10332
28,1366,Research & Development,24,Technical Degree,1082,Male,72,Healthcare Representative,Single,8722,12355
26,192,Research & Development,1,Medical,1083,Male,59,Laboratory Technician,Married,3955,11141
30,1176,Research & Development,20,Other,1084,Male,85,Manufacturing Director,Married,9957,9096
41,509,Research & Development,7,Technical Degree,1085,Female,43,Research Scientist,Married,3376,18863
38,330,Research & Development,17,Life Sciences,1088,Female,65,Healthcare Representative,Married,8823,24608
40,1492,Research & Development,20,Technical Degree,1092,Male,61,Healthcare Representative,Married,10322,26542
27,1277,Research & Development,8,Life Sciences,1094,Male,87,Laboratory Technician,Married,4621,5869
55,1091,Research & Development,2,Life Sciences,1096,Male,65,Manufacturing Director,Married,10976,15813
28,857,Research & Development,10,Other,1097,Female,59,Research Scientist,Single,3660,7909
44,1376,Human Resources,1,Medical,1098,Male,91,Human Resources,Married,10482,2326
33,654,Research & Development,5,Life Sciences,1099,Male,34,Healthcare Representative,Divorced,7119,21214
35,1204,Sales,4,Technical Degree,1100,Male,86,Sales Executive,Single,9582,10333
33,827,Research & Development,29,Medical,1101,Female,54,Research Scientist,Single,4508,3129
28,895,Research & Development,15,Life Sciences,1102,Male,50,Laboratory Technician,Divorced,2207,22482
34,618,Research & Development,3,Life Sciences,1103,Male,45,Healthcare Representative,Single,7756,22266
37,309,Sales,10,Life Sciences,1105,Female,88,Sales Executive,Divorced,6694,24223
25,1219,Research & Development,4,Technical Degree,1106,Male,32,Laboratory Technician,Married,3691,4605
26,1330,Research & Development,21,Medical,1107,Male,37,Laboratory Technician,Divorced,2377,19373
33,1017,Research & Development,25,Medical,1108,Male,55,Research Scientist,Single,2313,2993
42,469,Research & Development,2,Medical,1109,Male,35,Manager,Married,17665,14399
28,1009,Research & Development,1,Medical,1111,Male,45,Laboratory Technician,Divorced,2596,7160
50,959,Sales,1,Other,1113,Male,81,Sales Executive,Single,4728,17251
33,970,Sales,7,Life Sciences,1114,Female,30,Sales Executive,Married,4302,13401
34,697,Research & Development,3,Life Sciences,1115,Male,40,Research Scientist,Married,2979,22478
48,1262,Research & Development,1,Medical,1116,Male,35,Manager,Single,16885,16154
45,1050,Sales,9,Life Sciences,1117,Female,65,Sales Executive,Married,5593,17970
52,994,Research & Development,7,Life Sciences,1118,Male,87,Healthcare Representative,Single,10445,15322
38,770,Sales,10,Marketing,1119,Male,73,Sales Executive,Divorced,8740,5569
29,1107,Research & Development,28,Life Sciences,1120,Female,93,Research Scientist,Divorced,2514,26968
28,950,Research & Development,3,Medical,1121,Female,93,Manufacturing Director,Divorced,7655,8039
46,406,Sales,3,Marketing,1124,Male,52,Manager,Married,17465,15596
38,130,Sales,2,Marketing,1125,Male,32,Sales Executive,Single,7351,20619
43,1082,Research & Development,27,Life Sciences,1126,Female,83,Manufacturing Director,Married,10820,11535
39,203,Research & Development,2,Life Sciences,1127,Male,84,Healthcare Representative,Divorced,12169,13547
40,1308,Research & Development,14,Medical,1128,Male,44,Research Director,Single,19626,17544
21,984,Research & Development,1,Technical Degree,1131,Female,70,Research Scientist,Single,2070,25326
39,439,Research & Development,9,Life Sciences,1132,Male,70,Laboratory Technician,Single,6782,8770
36,217,Research & Development,18,Life Sciences,1133,Male,78,Manufacturing Director,Single,7779,23238
31,793,Sales,20,Life Sciences,1135,Male,67,Sales Representative,Married,2791,21981
28,1451,Research & Development,2,Life Sciences,1136,Male,67,Research Scientist,Married,3201,19911
35,1182,Sales,11,Marketing,1137,Male,54,Sales Executive,Divorced,4968,18500
49,174,Sales,8,Technical Degree,1138,Male,56,Sales Executive,Married,13120,11879
34,1003,Research & Development,2,Life Sciences,1140,Male,95,Manufacturing Director,Single,4033,15834
29,490,Research & Development,10,Life Sciences,1143,Female,61,Research Scientist,Divorced,3291,17940
42,188,Research & Development,29,Medical,1148,Male,56,Laboratory Technician,Single,4272,9558
29,718,Research & Development,8,Medical,1150,Male,79,Manufacturing Director,Married,5056,17689
38,433,Human Resources,1,Human Resources,1152,Male,37,Human Resources,Married,2844,6004
28,773,Research & Development,6,Life Sciences,1154,Male,39,Research Scientist,Divorced,2703,22088
18,247,Research & Development,8,Medical,1156,Male,80,Laboratory Technician,Single,1904,13556
33,603,Sales,9,Marketing,1157,Female,77,Sales Executive,Single,8224,18385
41,167,Research & Development,12,Life Sciences,1158,Male,46,Laboratory Technician,Married,4766,9051
31,874,Research & Development,15,Medical,1160,Male,72,Laboratory Technician,Married,2610,6233
37,367,Research & Development,25,Medical,1161,Female,52,Healthcare Representative,Divorced,5731,17171
27,199,Research & Development,6,Life Sciences,1162,Male,55,Research Scientist,Married,2539,7950
34,1400,Sales,9,Life Sciences,1163,Female,70,Sales Executive,Married,5714,5829
35,528,Human Resources,8,Technical Degree,1164,Male,100,Human Resources,Single,4323,7108
29,408,Sales,23,Life Sciences,1165,Female,45,Sales Executive,Married,7336,11162
40,593,Research & Development,9,Medical,1166,Female,88,Research Director,Single,13499,13782
42,481,Sales,12,Life Sciences,1167,Male,44,Sales Executive,Single,13758,2447
42,647,Sales,4,Marketing,1171,Male,45,Sales Executive,Single,5155,2253
35,982,Research & Development,1,Medical,1172,Male,58,Laboratory Technician,Married,2258,16340
24,477,Research & Development,24,Medical,1173,Male,49,Laboratory Technician,Single,3597,6409
28,1485,Research & Development,12,Life Sciences,1175,Female,79,Laboratory Technician,Married,2515,22955
26,1384,Research & Development,3,Medical,1177,Male,82,Laboratory Technician,Married,4420,13421
30,852,Sales,10,Marketing,1179,Male,72,Sales Executive,Married,6578,2706
40,902,Research & Development,26,Medical,1180,Female,92,Research Scientist,Married,4422,21203
35,819,Research & Development,2,Life Sciences,1182,Male,44,Manufacturing Director,Divorced,10274,19588
34,669,Research & Development,1,Medical,1184,Male,97,Healthcare Representative,Single,5343,25755
35,636,Research & Development,4,Other,1185,Male,47,Laboratory Technician,Married,2376,26537
43,1372,Sales,9,Marketing,1188,Female,85,Sales Executive,Single,5346,9489
32,862,Sales,2,Life Sciences,1190,Female,76,Sales Representative,Divorced,2827,14947
56,718,Research & Development,4,Technical Degree,1191,Female,92,Manager,Divorced,19943,18575
29,1401,Research & Development,6,Medical,1192,Female,54,Laboratory Technician,Married,3131,26342
19,645,Research & Development,9,Life Sciences,1193,Male,54,Research Scientist,Single,2552,7172
45,1457,Research & Development,7,Medical,1195,Female,83,Research Scientist,Married,4477,20100
37,977,Research & Development,1,Life Sciences,1196,Female,56,Manufacturing Director,Married,6474,9961
20,805,Research & Development,3,Life Sciences,1198,Male,87,Laboratory Technician,Single,3033,12828
44,1097,Research & Development,10,Life Sciences,1200,Male,96,Research Scientist,Single,2936,10826
53,1223,Research & Development,7,Medical,1201,Female,50,Manager,Divorced,18606,18640
29,942,Research & Development,15,Life Sciences,1202,Female,69,Research Scientist,Married,2168,26933
22,1256,Research & Development,3,Life Sciences,1203,Male,48,Research Scientist,Married,2853,4223
46,1402,Sales,2,Marketing,1204,Female,69,Manager,Married,17048,24097
44,111,Research & Development,17,Life Sciences,1206,Male,74,Research Scientist,Single,2290,4279
33,147,Human Resources,2,Human Resources,1207,Male,99,Human Resources,Married,3600,8429
41,906,Research & Development,5,Life Sciences,1210,Male,95,Research Scientist,Divorced,2107,20293
30,1329,Sales,29,Life Sciences,1211,Male,61,Sales Executive,Divorced,4115,13192
40,1184,Sales,2,Medical,1212,Male,62,Sales Executive,Married,4327,25440
50,1421,Research & Development,2,Medical,1215,Female,30,Manager,Married,17856,9490
28,1179,Research & Development,19,Medical,1216,Male,78,Laboratory Technician,Married,3196,12449
46,1450,Research & Development,15,Life Sciences,1217,Male,52,Research Director,Married,19081,10849
35,1361,Sales,17,Life Sciences,1218,Male,94,Sales Executive,Married,8966,21026
24,984,Research & Development,17,Life Sciences,1219,Female,97,Laboratory Technician,Married,2210,3372
33,1146,Sales,25,Medical,1220,Female,82,Sales Executive,Married,4539,4905
36,917,Research & Development,6,Life Sciences,1221,Male,60,Laboratory Technician,Divorced,2741,6865
30,853,Research & Development,7,Life Sciences,1224,Male,49,Laboratory Technician,Divorced,3491,11309
44,200,Research & Development,29,Other,1225,Male,32,Research Scientist,Single,4541,7744
20,654,Sales,21,Marketing,1226,Male,43,Sales Representative,Single,2678,5050
46,150,Research & Development,2,Technical Degree,1228,Male,60,Manufacturing Director,Divorced,7379,17433
42,179,Human Resources,2,Medical,1231,Male,79,Human Resources,Married,6272,12858
60,696,Sales,7,Marketing,1233,Male,52,Sales Executive,Divorced,5220,10893
32,116,Research & Development,13,Other,1234,Female,77,Laboratory Technician,Married,2743,7331
32,1316,Research & Development,2,Life Sciences,1235,Female,38,Research Scientist,Single,4998,2338
36,363,Research & Development,1,Technical Degree,1237,Female,77,Manufacturing Director,Divorced,10252,4235
33,117,Research & Development,9,Medical,1238,Male,60,Research Scientist,Married,2781,6311
40,107,Sales,10,Technical Degree,1239,Female,84,Sales Executive,Divorced,6852,11591
25,1356,Sales,10,Life Sciences,1240,Male,57,Sales Executive,Single,4950,20623
30,1465,Research & Development,1,Medical,1241,Male,63,Research Scientist,Married,3579,9369
42,458,Research & Development,26,Medical,1242,Female,60,Research Director,Married,13191,23281
35,1212,Sales,8,Marketing,1243,Female,78,Sales Executive,Married,10377,13755
27,1103,Research & Development,14,Life Sciences,1244,Male,42,Research Scientist,Married,2235,14377
54,966,Research & Development,1,Life Sciences,1245,Female,53,Manufacturing Director,Divorced,10502,9659
44,1117,Research & Development,2,Life Sciences,1246,Female,72,Research Scientist,Married,2011,19982
19,504,Research & Development,10,Medical,1248,Female,96,Research Scientist,Single,1859,6148
29,1010,Research & Development,1,Life Sciences,1249,Female,97,Research Scientist,Divorced,3760,5598
54,685,Research & Development,3,Life Sciences,1250,Male,85,Research Director,Married,17779,23474
31,1332,Research & Development,11,Medical,1251,Male,80,Healthcare Representative,Married,6833,17089
31,1062,Research & Development,24,Medical,1252,Female,96,Healthcare Representative,Single,6812,17198
59,326,Sales,3,Life Sciences,1254,Female,48,Sales Executive,Single,5171,16490
43,920,Research & Development,3,Life Sciences,1255,Male,96,Research Director,Married,19740,18625
49,1098,Research & Development,4,Medical,1256,Male,85,Manager,Married,18711,12124
36,469,Research & Development,3,Technical Degree,1257,Male,46,Research Scientist,Married,3692,9256
48,969,Research & Development,2,Technical Degree,1258,Male,76,Laboratory Technician,Single,2559,16620
27,1167,Research & Development,4,Life Sciences,1259,Male,76,Research Scientist,Divorced,2517,3208
29,1329,Research & Development,7,Life Sciences,1260,Male,82,Healthcare Representative,Divorced,6623,4204
48,715,Research & Development,1,Life Sciences,1263,Male,76,Research Director,Single,18265,8733
29,694,Research & Development,1,Life Sciences,1264,Female,87,Research Director,Divorced,16124,3423
34,1320,Research & Development,20,Technical Degree,1265,Female,89,Research Scientist,Married,2585,21643
44,1099,Sales,5,Marketing,1267,Male,88,Manager,Married,18213,8751
33,536,Sales,10,Marketing,1268,Male,82,Sales Executive,Divorced,8380,21708
19,265,Research & Development,25,Life Sciences,1269,Female,57,Research Scientist,Single,2994,21221
23,373,Research & Development,1,Life Sciences,1270,Male,47,Research Scientist,Married,1223,16901
25,599,Sales,24,Life Sciences,1273,Male,73,Sales Representative,Single,1118,8040
26,583,Research & Development,4,Life Sciences,1275,Male,53,Research Scientist,Single,2875,9973
45,1449,Sales,2,Marketing,1277,Female,94,Manager,Single,18824,2493
55,177,Research & Development,8,Medical,1278,Male,37,Healthcare Representative,Divorced,13577,25592
21,251,Research & Development,10,Life Sciences,1279,Female,45,Laboratory Technician,Single,2625,25308
46,168,Sales,4,Marketing,1280,Female,33,Manager,Married,18789,9946
34,131,Sales,2,Marketing,1281,Female,86,Sales Executive,Single,4538,6039
51,237,Sales,9,Life Sciences,1282,Male,83,Manager,Divorced,19847,19196
59,1429,Research & Development,18,Medical,1283,Male,67,Manufacturing Director,Single,10512,20002
34,135,Research & Development,19,Medical,1285,Female,46,Laboratory Technician,Divorced,4444,22534
28,791,Research & Development,1,Medical,1286,Male,44,Laboratory Technician,Single,2154,6842
44,1199,Research & Development,4,Life Sciences,1288,Male,92,Manager,Divorced,19190,17477
34,648,Human Resources,11,Life Sciences,1289,Male,56,Human Resources,Married,4490,21833
35,735,Research & Development,6,Life Sciences,1291,Male,66,Research Scientist,Married,3506,6020
42,603,Research & Development,7,Medical,1292,Female,78,Research Scientist,Married,2372,5628
43,531,Sales,4,Marketing,1293,Female,56,Sales Executive,Single,10231,20364
36,429,Research & Development,2,Life Sciences,1294,Female,53,Manufacturing Director,Single,5410,2323
44,621,Research & Development,15,Medical,1295,Female,73,Healthcare Representative,Married,7978,14075
28,193,Research & Development,2,Life Sciences,1296,Male,52,Laboratory Technician,Married,3867,14222
51,968,Research & Development,6,Medical,1297,Female,40,Laboratory Technician,Single,2838,4257
30,879,Research & Development,9,Medical,1298,Female,72,Manufacturing Director,Single,4695,12858
29,806,Research & Development,7,Technical Degree,1299,Female,39,Laboratory Technician,Divorced,3339,17285
28,640,Research & Development,1,Technical Degree,1301,Male,84,Research Scientist,Single,2080,4732
25,266,Research & Development,1,Medical,1303,Female,40,Research Scientist,Single,2096,18830
32,604,Sales,8,Medical,1304,Male,56,Sales Executive,Married,6209,11693
45,364,Research & Development,25,Medical,1306,Female,83,Manager,Single,18061,13035
39,412,Research & Development,13,Medical,1307,Female,94,Manager,Divorced,17123,17334
58,848,Research & Development,23,Life Sciences,1308,Male,88,Research Scientist,Divorced,2372,26076
32,1089,Research & Development,7,Life Sciences,1309,Male,79,Laboratory Technician,Married,4883,22845
39,360,Research & Development,23,Medical,1310,Male,93,Research Scientist,Single,3904,22154
30,1138,Research & Development,6,Technical Degree,1311,Female,48,Laboratory Technician,Married,4627,23631
36,325,Research & Development,10,Technical Degree,1312,Female,63,Healthcare Representative,Married,7094,5747
46,991,Human Resources,1,Life Sciences,1314,Female,44,Human Resources,Single,3423,22957
28,1476,Research & Development,1,Life Sciences,1315,Female,55,Laboratory Technician,Married,6674,16392
50,1322,Research & Development,28,Life Sciences,1317,Female,43,Research Director,Married,16880,22422
40,299,Sales,25,Marketing,1318,Male,57,Sales Executive,Single,9094,17235
52,1030,Sales,5,Life Sciences,1319,Male,64,Sales Executive,Single,8446,21534
30,634,Research & Development,17,Medical,1321,Female,95,Manager,Married,11916,25927
39,524,Research & Development,18,Life Sciences,1322,Male,32,Manufacturing Director,Single,4534,13352
31,587,Sales,2,Life Sciences,1324,Female,57,Sales Executive,Divorced,9852,8935
41,256,Sales,10,Medical,1329,Male,40,Sales Executive,Single,6151,22074
31,1060,Sales,1,Life Sciences,1331,Female,54,Sales Representative,Single,2302,8319
44,935,Research & Development,3,Life Sciences,1333,Male,89,Laboratory Technician,Married,2362,14669
42,495,Research & Development,2,Life Sciences,1334,Male,37,Manager,Married,17861,26582
55,282,Research & Development,2,Medical,1336,Female,58,Manager,Married,19187,6992
56,206,Human Resources,8,Life Sciences,1338,Male,99,Manager,Single,19717,4022
40,458,Research & Development,16,Life Sciences,1340,Male,74,Research Scientist,Divorced,3544,8532
34,943,Research & Development,9,Life Sciences,1344,Male,86,Healthcare Representative,Divorced,8500,5494
40,523,Research & Development,2,Life Sciences,1346,Male,98,Research Scientist,Single,4661,22455
41,1018,Sales,1,Marketing,1349,Female,66,Sales Executive,Divorced,4103,4297
35,482,Research & Development,4,Life Sciences,1350,Male,87,Research Scientist,Single,4249,2690
51,770,Human Resources,5,Life Sciences,1352,Male,84,Manager,Divorced,14026,17588
38,1009,Sales,2,Life Sciences,1355,Female,31,Sales Executive,Divorced,6893,19461
34,507,Sales,15,Medical,1356,Female,66,Sales Executive,Single,6125,23553
25,882,Research & Development,19,Medical,1358,Male,67,Laboratory Technician,Married,3669,9075
58,601,Research & Development,7,Medical,1360,Female,53,Manufacturing Director,Married,10008,12023
40,329,Research & Development,1,Life Sciences,1361,Male,88,Laboratory Technician,Married,2387,6762
36,607,Sales,7,Marketing,1362,Female,83,Sales Executive,Married,4639,2261
48,855,Research & Development,4,Life Sciences,1363,Male,54,Manufacturing Director,Single,7898,18706
27,1291,Sales,11,Medical,1364,Female,98,Sales Representative,Married,2534,6527
51,1405,Research & Development,11,Technical Degree,1367,Female,82,Manufacturing Director,Single,13142,24439
18,1124,Research & Development,1,Life Sciences,1368,Female,97,Laboratory Technician,Single,1611,19305
35,817,Research & Development,1,Medical,1369,Female,60,Laboratory Technician,Married,5363,10846
27,793,Sales,2,Life Sciences,1371,Male,43,Sales Executive,Single,5071,20392
55,267,Sales,13,Marketing,1372,Male,85,Sales Executive,Single,13695,9277
56,1369,Research & Development,23,Life Sciences,1373,Male,68,Manufacturing Director,Married,13402,18235
34,999,Research & Development,26,Technical Degree,1374,Female,92,Research Scientist,Divorced,2029,15891
40,1202,Research & Development,2,Medical,1375,Female,89,Healthcare Representative,Divorced,6377,13888
34,285,Research & Development,29,Medical,1377,Male,86,Laboratory Technician,Married,5429,17491
31,703,Sales,2,Life Sciences,1379,Female,90,Sales Representative,Single,2785,11882
35,662,Sales,18,Marketing,1380,Female,67,Sales Executive,Married,4614,23288
38,693,Research & Development,7,Life Sciences,1382,Male,57,Research Scientist,Divorced,2610,15748
34,404,Research & Development,2,Technical Degree,1383,Female,98,Healthcare Representative,Single,6687,6163
28,736,Sales,26,Life Sciences,1387,Male,48,Sales Executive,Married,4724,24232
31,330,Research & Development,22,Medical,1389,Male,98,Manufacturing Director,Married,6179,21057
39,1498,Sales,21,Life Sciences,1390,Male,44,Sales Executive,Married,6120,3567
51,541,Sales,2,Marketing,1391,Male,52,Sales Executive,Married,10596,15395
41,1200,Research & Development,22,Life Sciences,1392,Female,75,Research Scientist,Divorced,5467,13953
37,1439,Research & Development,4,Life Sciences,1394,Male,54,Research Scientist,Married,2996,5182
33,1111,Sales,5,Life Sciences,1395,Male,61,Sales Executive,Married,9998,19293
32,499,Sales,2,Marketing,1396,Male,36,Sales Executive,Married,4078,20497
39,1485,Research & Development,25,Life Sciences,1397,Male,71,Healthcare Representative,Married,10920,3449
25,1372,Sales,18,Life Sciences,1399,Male,93,Sales Executive,Married,6232,12477
52,322,Research & Development,28,Medical,1401,Female,59,Manufacturing Director,Married,13247,9731
43,930,Research & Development,6,Medical,1402,Female,73,Research Scientist,Single,4081,20003
27,205,Sales,10,Marketing,1403,Female,98,Sales Executive,Married,5769,7100
27,135,Research & Development,17,Life Sciences,1405,Female,51,Research Scientist,Single,2394,25681
26,683,Research & Development,2,Medical,1407,Male,36,Research Scientist,Single,3904,4050
42,1147,Human Resources,10,Human Resources,1408,Female,31,Manager,Married,16799,16616
52,258,Research & Development,8,Other,1409,Female,54,Laboratory Technician,Married,2950,17363
37,1462,Research & Development,11,Medical,1411,Female,94,Laboratory Technician,Single,3629,19106
35,200,Research & Development,18,Life Sciences,1412,Male,60,Manufacturing Director,Single,9362,19944
25,949,Research & Development,1,Technical Degree,1415,Male,81,Laboratory Technician,Married,3229,4910
